Equipe;Pontos;Ref;Assistência;Roubo;Block;Faltas;Turnover;Orebote;FGA;FGM;3A;3M;FTA;FTM
"heat";125;"DIA 61.14 spurs-heat.xls";35;5;7;19;17;8;91;45;24;10;34;25
"heat";115;"DIA 69.15 trailblazers-heat.xls";26;11;7;18;15;8;93;42;32;7;28;24
"heat";110;"DIA 90.19 hawks-heat.xls";21;18;4;12;6;8;105;42;32;9;20;17
"heat";124;"DIA 93.20 mavericks-heat.xls";34;9;5;13;14;8;92;44;24;9;38;27
"nets";106;"DIA 115.25 Suns-nets.xls";32;6;8;16;17;8;100;41;26;13;12;11
"nets";94;"DIA 123.27 knicks-nets.xls";26;6;4;18;9;8;99;40;23;7;10;7
"nets";107;"DIA 4.1 nets-pacers.xls";25;7;6;13;15;8;99;41;24;6;24;19
"nets";128;"DIA 69.15 bucks-nets.xls";25;13;11;7;10;8;97;45;26;13;30;25
"hornets";152;"DIA 11.3 hornets-pacers.xls";42;14;14;20;15;8;123;64;27;12;15;12
"hornets";125;"DIA 114.24 grizzlies-hornets.xls";32;7;7;18;11;8;97;49;18;7;29;20
"hornets";119;"DIA 18.5 trailblazers-hornets.xls";24;15;6;16;12;8;99;43;26;9;28;24
"hornets";87;"DIA 85.18 hornets-Jazz.xls";23;6;11;15;17;8;95;34;32;11;8;8
"hornets";101;"DIA 96.21 pistons-hornets.xls";22;7;2;15;12;8;96;39;23;3;24;20
"wizards";98;"DIA 127.28 hornets-wizards.xls";31;10;7;22;16;8;87;39;7;1;26;19
"wizards";111;"DIA 117.25 wizards-thunder.xls";36;7;7;14;13;8;93;44;13;4;26;19
"wizards";121;"DIA 3.1 wizards-cavaliers.xls";30;9;7;15;18;8;95;48;12;5;23;20
"wizards";117;"DIA 36.9 Jazz-wizards.xls";36;12;5;13;9;8;110;52;15;3;12;10
"wizards";123;"DIA 46.11 wizards-Bulls.xls";32;4;6;9;10;8;98;48;9;3;26;24
"wizards";121;"DIA 53.12 Kings-wizards.xls";34;9;13;13;10;8;97;50;18;8;14;13
"wizards";125;"DIA 59.13 knicks-wizards.xls";33;10;13;11;7;8;90;43;9;3;50;36
"wizards";102;"DIA 80.17 nuggets-wizards.xls";26;7;4;15;11;8;95;37;27;7;25;21
"lakers";101;"DIA 50.11 knicks-lakers.xls";23;12;8;14;9;8;97;37;18;5;32;22
"lakers";126;"DIA 52.12 hawks-lakers.xls";32;10;6;15;8;8;97;45;21;5;36;31
"lakers";119;"DIA 53.12 lakers-Jazz.xls";31;11;8;12;9;8;106;49;27;10;12;11
"Sixers";118;"DIA 11.3 hawks-Sixers.xls";29;13;7;16;11;8;99;45;29;13;17;15
"Sixers";111;"DIA 22.6 bucks-Sixers.xls";32;11;5;11;16;8;97;46;23;9;13;10
"Sixers";119;"DIA 32.8 Sixers-hawks.xls";28;10;7;15;14;8;100;46;20;7;28;20
"Sixers";124;"DIA 78.17 Sixers-nets.xls";33;8;8;10;17;8;93;50;27;10;19;14
"Sixers";115;"DIA 82.18 pacers-Sixers.xls";26;6;8;11;14;8;91;41;26;13;25;20
"nuggets";92;"DIA 108.23 nets-nuggets.xls";19;13;7;11;12;8;90;28;24;8;33;28
"nuggets";118;"DIA 24.6 nuggets-Kings.xls";28;11;8;16;13;8;112;47;23;6;21;18
"nuggets";104;"DIA 3.1 mavericks-nuggets.xls";27;8;7;19;16;8;92;37;18;5;29;25
"nuggets";98;"DIA 31.8 raptors-nuggets.xls";21;8;10;23;16;8;100;34;21;5;31;25
"nuggets";121;"DIA 38.9 nuggets-clippers.xls";28;9;9;12;15;8;95;43;24;9;32;26
"nuggets";117;"DIA 41.10 Sixers-nuggets.xls";28;11;6;13;14;8;101;44;23;9;24;20
"nuggets";128;"DIA 48.11 nuggets-trailblazers.xls";33;5;4;25;9;8;98;48;19;7;28;25
"nuggets";130;"DIA 55.12 timberwolves-nuggets.xls";32;11;8;16;11;8;106;50;21;11;22;19
"nuggets";109;"DIA 59.13 hornets-nuggets.xls";29;4;11;17;11;8;93;41;24;6;25;21
"nuggets";120;"DIA 69.15 nuggets-pelicans.xls";31;10;3;21;15;8;104;49;24;5;21;17
"nuggets";115;"DIA 72.16 nuggets-lakers.xls";32;5;7;14;10;8;98;48;25;6;14;13
"nuggets";101;"DIA 76.17 nuggets-timberwolves.xls";19;7;6;18;12;8;91;38;27;10;19;15
"Jazz";118;"DIA 106.23 clippers-Jazz.xls";26;6;11;5;11;8;92;44;29;12;21;18
"Jazz";96;"DIA 111.24 Jazz-trailblazers.xls";23;7;7;8;12;8;93;37;26;7;18;15
"Jazz";116;"DIA 13.4 rockets-Jazz.xls";32;11;9;8;8;8;113;48;27;9;11;11
"Jazz";92;"DIA 41.10 Kings-Jazz.xls";26;9;3;16;18;8;97;39;18;5;15;9
"Jazz";109;"DIA 49.11 Jazz-timberwolves.xls";24;14;4;8;12;8;98;40;23;8;27;21
"Jazz";104;"DIA 58.13 pacers-Jazz.xls";21;11;8;12;9;8;92;38;25;7;23;21
"Jazz";114;"DIA 62.14 raptors-Jazz.xls";24;15;6;9;9;8;105;45;26;11;19;13
"Jazz";109;"DIA 68.15 bucks-Jazz.xls";22;9;7;9;13;8;90;34;25;10;36;31
"Jazz";107;"DIA 76.17 Jazz-Suns.xls";29;6;9;11;11;8;98;41;29;12;15;13
"Jazz";116;"DIA 78.17 Jazz-trailblazers.xls";34;8;6;10;8;8;108;50;19;5;14;11
"Jazz";88;"DIA 89.19 Jazz-pelicans.xls";24;10;4;12;20;8;94;37;18;4;19;10
"Jazz";96;"DIA 96.21 Jazz-celtics.xls";25;9;7;14;9;8;103;41;29;8;8;6
"Jazz";121;"DIA 97.21 trailblazers-Jazz.xls";32;8;9;7;13;8;93;46;18;6;27;23
"pelicans";135;"DIA 130.28 pelicans-grizzlies.xls";36;8;7;13;12;8;98;55;17;9;20;16
"pelicans";109;"DIA 117.25 grizzlies-pelicans.xls";25;9;9;7;13;8;95;45;9;3;25;16
"pelicans";113;"DIA 12.3 pacers-pelicans.xls";34;14;9;10;28;8;86;46;14;4;23;17
"pelicans";113;"DIA 124.27 pelicans-bucks.xls";25;10;11;12;15;8;90;46;15;5;21;16
"pelicans";117;"DIA 125.27 nuggets-pelicans.xls";32;7;8;12;13;8;97;48;12;4;30;17
"pelicans";120;"DIA 26.7 pelicans-pacers.xls";35;10;8;15;19;8;96;55;14;2;19;8
"pelicans";126;"DIA 28.7 bucks-pelicans.xls";33;15;6;14;10;8;103;51;11;4;25;20
"pelicans";133;"DIA 38.9 pelicans-mavericks.xls";31;12;13;13;16;8;88;52;11;5;28;24
"pelicans";95;"DIA 42.10 Kings-pelicans.xls";25;8;7;16;7;8;105;41;11;4;10;9
"pelicans";106;"DIA 61.14 timberwolves-pelicans.xls";25;7;4;14;14;8;93;40;9;3;38;23
"pelicans";128;"DIA 68.15 pelicans-knicks.xls";33;12;13;12;5;8;102;50;4;2;32;26
"pelicans";114;"DIA 7.2 pelicans-trailblazers.xls";32;9;7;16;16;8;93;46;8;2;29;20
"pelicans";91;"DIA 77.17 trailblazers-pelicans.xls";27;5;13;20;15;8;82;36;3;3;23;16
"pelicans";118;"DIA 80.17 Suns-pelicans.xls";36;8;12;18;14;8;90;50;1;0;25;18
"timberwolves";117;"DIA 129.28 timberwolves-nets.xls";32;7;10;16;8;8;91;44;16;6;27;23
"timberwolves";119;"DIA 113.24 nuggets-timberwolves.xls";35;7;6;16;9;8;98;48;24;10;17;13
"timberwolves";110;"DIA 16.4 Bulls-timberwolves.xls";20;14;7;12;19;8;97;42;28;6;23;20
"timberwolves";97;"DIA 27.7 warriors-timberwolves.xls";27;7;9;18;12;8;103;38;35;9;13;12
"timberwolves";107;"DIA 33.8 celtics-timberwolves.xls";31;9;10;18;13;8;106;43;31;8;18;13
"timberwolves";110;"DIA 68.15 hornets-timberwolves.xls";26;12;14;15;13;8;95;43;14;6;23;18
"timberwolves";106;"DIA 92.20 lakers-timberwolves.xls";29;8;4;12;12;8;93;40;18;9;20;17
"thunder";121;"DIA 31.8 thunder-clippers.xls";30;9;5;19;12;8;104;44;26;9;29;24
"thunder";124;"DIA 55.12 thunder-heat.xls";33;11;5;12;10;8;101;48;33;12;23;16
"thunder";101;"DIA 57.13 Jazz-thunder.xls";29;8;5;15;16;8;90;40;19;9;18;12
"thunder";111;"DIA 93.20 Kings-thunder.xls";23;6;6;24;11;8;90;39;27;10;27;23
"hawks";107;"DIA 1.1 hawks-pistons.xls";32;10;7;10;19;8;107;45;39;13;6;4
"hawks";126;"DIA 11.3 hawks-Sixers.xls";27;7;4;14;20;8;92;44;32;16;27;22
"hawks";121;"DIA 43.10 lakers-hawks.xls";30;10;5;26;14;8;99;42;34;16;24;21
"hawks";121;"DIA 53.12 magic-hawks.xls";23;6;10;12;6;8;97;43;35;16;24;19
"hawks";106;"DIA 79.17 hawks-raptors.xls";25;10;4;21;14;8;100;42;26;9;19;13
"hawks";116;"DIA 8.2 knicks-hawks.xls";27;16;8;10;18;8;88;41;28;11;24;23
"hawks";105;"DIA 95.20 Bulls-hawks.xls";28;5;7;23;5;8;101;40;40;11;17;14
"trailblazers";110;"DIA 128.28 trailblazers-Suns.xls";23;12;8;14;14;8;97;42;23;8;21;18
"trailblazers";127;"DIA 122.26 trailblazers-pacers.xls";32;14;2;17;15;8;99;49;18;8;23;21
"trailblazers";116;"DIA 124.27 Bulls-trailblazers.xls";28;7;6;13;11;8;99;46;26;13;15;11
"trailblazers";117;"DIA 40.9 celtics-trailblazers.xls";24;7;6;16;16;8;94;39;24;11;37;28
"trailblazers";120;"DIA 41.10 Suns-trailblazers.xls";30;10;9;21;17;8;99;48;21;6;19;18
"trailblazers";131;"DIA 55.12 grizzlies-trailblazers.xls";33;7;10;18;8;8;98;47;24;9;33;28
"trailblazers";118;"DIA 71.16 trailblazers-grizzlies.xls";37;6;11;18;9;8;97;52;25;13;2;1
"trailblazers";99;"DIA 93.20 wizards-trailblazers.xls";27;7;8;26;16;8;89;37;15;7;25;18
"trailblazers";101;"DIA 98.21 hornets-trailblazers.xls";21;8;9;16;10;8;89;35;18;6;31;25
"Kings";102;"DIA 110.23 bucks-Kings.xls";25;10;8;13;11;8;99;42;22;7;11;11
"Kings";124;"DIA 118.25 Kings-nuggets.xls";35;7;12;11;9;8;103;50;22;8;18;16
"Kings";117;"DIA 125.27 Kings-Sixers.xls";26;13;9;13;8;8;98;47;22;8;19;15
"Kings";92;"DIA 38.9 grizzlies-Kings.xls";25;7;14;17;9;8;102;38;20;5;19;11
"Kings";104;"DIA 46.11 thunder-Kings.xls";25;10;10;10;16;8;95;40;16;5;24;19
"Kings";118;"DIA 5.2 heat-Kings.xls";31;10;8;13;17;8;91;46;11;2;33;24
"pacers";86;"DIA 128.28 Bulls-pacers.xls";24;6;5;15;12;8;92;35;25;8;14;8
"pacers";124;"DIA 26.7 pelicans-pacers.xls";31;11;6;17;16;8;100;44;37;19;20;17
"pacers";116;"DIA 32.8 celtics-pacers.xls";22;6;8;14;10;8;103;42;31;14;22;18
"pacers";110;"DIA 44.10 magic-pacers.xls";25;10;10;13;16;8;97;44;28;7;18;15
"pacers";116;"DIA 46.11 spurs-pacers.xls";28;7;13;15;13;8;101;42;34;13;24;19
"pacers";137;"DIA 47.11 pacers-nuggets.xls";36;9;10;12;7;8;94;52;27;11;32;22
"pacers";128;"DIA 52.12 pacers-bucks.xls";34;2;7;10;11;8;89;43;33;15;31;27
"pacers";110;"DIA 57.13 pacers-warriors.xls";21;14;11;10;9;8;99;43;27;8;22;16
"pacers";103;"DIA 71.16 bucks-pacers.xls";26;6;6;12;11;8;91;36;34;12;25;19
"pacers";103;"DIA 78.17 pacers-thunder.xls";25;10;5;20;15;8;94;40;41;10;18;13
"celtics";112;"DIA 129.28 bucks-celtics.xls";36;6;4;9;9;8;102;46;34;15;8;5
"celtics";97;"DIA 130.28 celtics-Sixers.xls";21;12;2;18;10;8;95;38;34;10;14;11
"celtics";132;"DIA 105.22 celtics-Bucks.xls";37;11;2;13;7;8;96;53;26;12;21;14
"celtics";112;"DIA 115.25 wizards-celtics.xls";30;9;7;13;4;8;96;41;34;10;22;20
"celtics";74;"DIA 52.12 grizzlies-celtics.xls";24;4;6;16;13;8;92;31;37;8;4;4
"celtics";99;"DIA 59.13 celtics-cavaliers.xls";25;10;15;9;6;8;99;38;32;10;17;13
"celtics";99;"DIA 73.16 Kings-celtics.xls";20;11;7;12;16;8;100;40;31;7;15;12
"celtics";140;"DIA 81.18 pacers-celtics.xls";36;12;10;24;17;8;101;52;38;18;21;18
"celtics";94;"DIA 86.19 Suns-celtics.xls";29;4;7;12;8;8;105;41;30;8;5;4
"celtics";109;"DIA 93.20 magic-celtics.xls";29;7;9;14;12;8;101;42;38;14;12;11
"clippers";110;"DIA 112.24 warriors-clippers.xls";28;8;6;8;9;8;86;44;15;8;18;14
"clippers";101;"DIA 115.25 clippers-hornets.xls";28;10;13;13;9;8;92;42;32;7;14;10
"clippers";89;"DIA 124.27 heat-clippers.xls";25;3;16;15;9;8;92;37;22;7;14;8
"clippers";112;"DIA 16.4 clippers-heat.xls";27;11;11;18;17;8;99;43;21;7;23;19
"clippers";123;"DIA 18.5 clippers-mavericks.xls";30;14;11;15;14;8;96;53;16;5;15;12
"clippers";124;"DIA 3.1 clippers-nets.xls";35;13;5;17;21;8;113;52;20;7;19;13
"clippers";103;"DIA 78.17 clippers-lakers.xls";29;4;8;20;16;8;90;40;20;10;19;13
"clippers";103;"DIA 8.2 clippers-wizards.xls";26;9;6;20;15;8;87;37;17;6;29;23
"clippers";113;"DIA 81.18 clippers-cavaliers.xls";32;7;9;11;12;8;96;47;13;6;14;13
"clippers";104;"DIA 87.19 clippers-raptors.xls";31;10;4;22;13;8;93;44;14;5;15;11
"magic";130;"DIA 104.22 magic-bucks.xls";34;3;7;13;17;8;94;49;32;18;14;14
"magic";105;"DIA 122.26 cavaliers-magic.xls";30;4;9;13;10;8;100;42;35;9;12;12
"magic";121;"DIA 16.4 magic-celtics.xls";25;17;8;7;9;8;109;51;32;10;11;9
"magic";91;"DIA 23.6 raptors-magic.xls";23;7;2;14;19;8;89;34;41;11;18;12
"magic";139;"DIA 53.12 magic-hawks.xls";38;5;5;12;7;8;100;54;32;17;14;14
"magic";98;"DIA 60.13 hawks-magic.xls";20;10;6;11;11;8;97;36;36;9;23;17
"magic";112;"DIA 61.14 hornets-magic.xls";27;12;9;16;16;8;98;42;45;16;19;12
"magic";127;"DIA 64.14 knicks-magic.xls";27;9;8;12;8;8;108;48;37;14;19;17
"magic";92;"DIA 89.19 Bulls-magic.xls";19;10;3;17;10;8;103;36;34;9;17;11
"magic";112;"DIA 9.3 magic-pacers.xls";26;18;11;11;15;8;112;45;34;11;14;11
"rockets";107;"DIA 100.21 raptors-rockets.xls";27;12;7;16;9;8;94;40;38;14;19;13
"rockets";62;"DIA 111.24 Bulls-rockets.xls";14;6;3;13;7;8;90;24;0;0;22;14
"rockets";118;"DIA 2.1 mavericks-rockets.xls";25;14;11;14;15;8;97;43;29;9;27;23
"rockets";111;"DIA 49.11 rockets-raptors.xls";27;12;2;12;7;8;105;46;35;10;10;9
"rockets";111;"DIA 51.12 rockets-magic.xls";26;8;3;16;17;8;102;43;32;13;16;12
"rockets";90;"DIA 54.12 hornets-rockets.xls";17;14;7;15;12;8;93;33;31;5;25;19
"rockets";123;"DIA 6.2 rockets-nuggets.xls";29;12;7;13;22;8;99;51;26;9;16;12
"rockets";88;"DIA 91.20 thunder-rockets.xls";25;7;9;10;16;8;95;36;33;7;14;9
"rockets";85;"DIA 96.21 timberwolves-rockets.xls";20;9;6;16;13;8;100;34;33;9;9;8
"spurs";119;"DIA 1.1 Suns-spurs.xls";26;9;7;9;14;8;98;43;31;13;22;20
"spurs";118;"DIA 116.25 spurs-Suns.xls";31;6;6;7;9;8;91;41;31;13;30;23
"spurs";127;"DIA 15.4 pacers-spurs.xls";35;12;5;11;15;8;100;48;32;12;23;19
"spurs";86;"DIA 18.5 spurs-magic.xls";20;6;7;12;13;8;90;28;26;5;28;25
"spurs";125;"DIA 54.12 spurs-clippers.xls";25;14;6;14;11;8;94;44;37;16;30;21
"spurs";128;"DIA 67.15 Kings-spurs.xls";36;8;4;11;10;8;109;49;28;11;22;19
"spurs";97;"DIA 82.18 Bulls-spurs.xls";24;12;5;19;10;8;93;35;30;8;27;19
"spurs";126;"DIA 85.18 grizzlies-spurs.xls";28;9;5;24;14;8;96;49;24;13;16;15
"spurs";107;"DIA 88.19 wizards-spurs.xls";24;7;6;21;15;8;91;39;27;6;28;23
"spurs";91;"DIA 96.21 spurs-pelicans.xls";20;6;4;24;9;8;95;34;25;9;18;14
"knicks";129;"DIA 10.3 raptors-knicks.xls";32;12;5;13;11;8;89;46;23;11;30;26
"knicks";107;"DIA 102.22 knicks-thunder.xls";34;5;5;14;12;8;106;45;35;11;8;6
"knicks";118;"DIA 105.22 nets-knicks.xls";28;8;9;17;9;8;101;46;31;10;21;16
"knicks";117;"DIA 3.1 knicks-Kings.xls";30;13;8;10;17;8;92;45;27;10;21;17
"knicks";102;"DIA 32.8 knicks-hornets.xls";19;12;8;18;22;8;98;41;29;11;12;9
"knicks";98;"DIA 47.11 knicks-grizzlies.xls";30;12;3;16;11;8;96;44;22;6;8;4
"knicks";124;"DIA 64.14 knicks-magic.xls";38;7;4;13;12;8;108;49;25;9;23;17
"knicks";119;"DIA 80.17 Bulls-knicks.xls";27;11;10;23;18;8;103;49;33;12;11;9
"knicks";85;"DIA 94.20 hornets-knicks.xls";20;8;2;8;10;8;101;35;32;8;11;7
"knicks";118;"DIA 95.20 Sixers-knicks.xls";26;14;4;15;11;8;102;44;25;11;20;19
"Suns";104;"DIA 100.21 mavericks-Suns.xls";23;7;14;7;15;8;97;37;45;18;13;12
"Suns";108;"DIA 111.24 nets-Suns.xls";30;8;11;13;14;8;92;39;28;10;25;20
"Suns";117;"DIA 112.24 Jazz-Suns.xls";26;12;8;18;12;8;116;49;34;10;9;9
"Suns";127;"DIA 119.26 Suns-heat.xls";30;8;10;20;18;8;87;44;24;8;37;31
"Suns";99;"DIA 121.26 warriors-Suns.xls";22;5;7;7;12;8;84;36;28;13;16;14
"Suns";111;"DIA 18.5 Suns-hawks.xls";25;6;11;11;20;8;96;44;31;13;16;10
"Suns";117;"DIA 20.5 Kings-Suns.xls";28;9;8;15;17;8;95;42;32;12;24;21
"Suns";116;"DIA 55.12 Suns-Kings.xls";27;7;8;23;14;8;98;41;29;10;28;24
"Suns";120;"DIA 91.20 bucks-Suns.xls";30;10;12;5;15;8;91;44;31;11;25;21
"Suns";108;"DIA 96.21 lakers-Suns.xls";19;11;13;18;14;8;90;39;21;8;30;22
"cavaliers";109;"DIA 121.26 cavaliers-wizards.xls";26;10;6;12;10;8;100;44;24;9;15;12
"cavaliers";96;"DIA 17.5 knicks-cavaliers.xls";27;12;5;14;20;8;92;39;10;3;19;15
"cavaliers";114;"DIA 56.13 cavaliers-pelicans.xls";30;4;7;11;12;8;102;42;42;16;21;14
"cavaliers";96;"DIA 74.16 warriors-cavaliers.xls";27;11;12;7;16;8;98;38;21;5;20;15
"cavaliers";87;"DIA 97.21 heat-cavaliers.xls";24;6;9;12;8;8;97;36;33;7;9;8
"warriors";86;"DIA 117.25 warriors-bucks.xls";25;9;9;12;14;8;94;37;27;7;10;5
"warriors";121;"DIA 18.5 celtics-warriors.xls";27;11;3;14;24;8;98;44;27;11;27;22
"warriors";95;"DIA 29.7 mavericks-warriors.xls";22;11;3;18;12;8;105;41;22;4;17;9
"warriors";94;"DIA 40.9 Sixers-warriors.xls";24;8;5;12;12;8;95;34;30;11;19;15
"warriors";117;"DIA 41.10 nets-warriors.xls";28;11;8;19;16;8;98;45;35;13;15;14
"warriors";98;"DIA 6.2 warriors-grizzlies.xls";23;5;7;13;14;8;100;36;35;11;19;15
"warriors";106;"DIA 83.18 timberwolves-warriors.xls";30;6;3;16;15;8;95;39;31;14;16;14
"warriors";105;"DIA 89.19 warriors-wizards.xls";25;5;8;20;12;8;96;40;30;13;15;12
"bucks";102;"DIA 129.28 bucks-celtics.xls";26;7;5;8;8;3;96;42;39;13;10;5
"mavericks";100;"DIA 128.28 mavericks-pelicans.xls";30;11;5;17;13;3;99;41;25;12;6;6
"mavericks";107;"DIA 108.23 Sixers-mavericks.xls";25;10;11;9;11;3;96;43;21;7;18;14
"mavericks";109;"DIA 15.4 thunder-mavericks.xls";28;9;2;15;18;3;92;42;30;9;23;16
"mavericks";127;"DIA 29.7 mavericks-warriors.xls";30;7;10;14;19;3;86;45;26;12;29;25
"mavericks";126;"DIA 50.11 mavericks-bucks.xls";26;13;10;9;12;3;99;49;16;5;28;23
"mavericks";107;"DIA 86.19 rockets-mavericks.xls";28;10;11;14;14;3;96;44;28;11;11;8
"mavericks";109;"DIA 92.20 mavericks-trailblazers.xls";30;5;9;18;15;3;93;42;18;8;21;17
"mavericks";117;"DIA 95.20 mavericks-celtics.xls";34;5;10;11;12;3;81;42;18;6;33;27
"Bulls";125;"DIA 130.28 Bulls-nuggets.xls";27;13;8;15;6;3;100;47;21;9;25;22
"Bulls";111;"DIA 116.25 timberwolves-Bulls.xls";20;6;11;16;12;3;81;36;15;5;39;34
"Bulls";98;"DIA 15.4 Bulls-wizards.xls";28;9;5;20;18;3;93;42;20;4;14;10
"Bulls";108;"DIA 63.14 Bulls-lakers.xls";27;7;10;18;12;3;94;43;17;5;21;17
"Bulls";123;"DIA 68.15 spurs-Bulls.xls";36;8;7;10;15;3;100;49;18;8;20;17
"Bulls";102;"DIA 89.19 Bulls-magic.xls";30;6;15;13;12;3;83;40;10;3;25;19
"Bulls";105;"DIA 99.21 magic-Bulls.xls";21;6;6;18;13;3;88;39;16;6;30;21
"raptors";105;"DIA 115.25 bucks-raptors.xls";28;3;10;9;9;3;91;39;21;6;31;21
"raptors";126;"DIA 125.27 raptors-mavericks.xls";31;7;7;12;11;3;90;46;27;9;31;25
"raptors";119;"DIA 18.5 Sixers-raptors.xls";33;9;6;19;14;3;91;48;17;6;24;17
"raptors";109;"DIA 25.6 raptors-cavaliers.xls";23;7;8;14;20;3;78;35;18;5;42;34
"raptors";126;"DIA 5.2 raptors-pelicans.xls";29;11;3;18;16;3;92;48;27;6;31;24
"raptors";99;"DIA 58.13 raptors-timberwolves.xls";23;11;11;22;12;3;97;40;20;3;21;16
"grizzlies";124;"DIA 109.23 grizzlies-wizards.xls";36;7;6;18;10;3;95;52;20;6;16;14
"grizzlies";104;"DIA 68.15 rockets-grizzlies.xls";23;12;4;8;10;3;98;44;19;6;11;10
"grizzlies";112;"DIA 78.17 grizzlies-magic.xls";27;6;1;9;12;3;88;40;21;9;28;23
"grizzlies";116;"DIA 8.2 grizzlies-mavericks.xls";23;13;8;6;12;3;87;46;13;7;21;17
"grizzlies";120;"DIA 85.18 grizzlies-spurs.xls";25;10;8;11;10;3;90;46;22;10;27;18
"pistons";122;"DIA 101.22 pistons-celtics.xls";34;10;8;9;12;3;93;52;17;7;14;11
"pistons";117;"DIA 121.26 pistons-heat.xls";32;10;6;17;11;3;95;45;23;8;22;19
"pistons";92;"DIA 123.27 cavaliers-pistons.xls";25;11;7;14;15;3;100;41;22;8;4;2
"pistons";104;"DIA 13.4 pistons-Suns.xls";28;17;10;13;20;3;112;46;16;3;10;9
"pistons";94;"DIA 37.9 pacers-pistons.xls";26;10;12;12;9;3;94;38;15;3;18;15
"pistons";125;"DIA 53.12 celtics-pistons.xls";26;14;3;12;14;3;90;45;31;14;26;21
"heat";103;"DIA 130.28 heat-hornets.xls";31;5;10;21;13;3;92;42;29;14;7;5
"heat";111;"DIA 100.21 heat-celtics.xls";25;5;6;14;12;3;90;41;28;12;21;17
"heat";132;"DIA 119.26 Suns-heat.xls";29;15;7;24;11;3;96;48;27;11;28;25
"heat";128;"DIA 121.26 pistons-heat.xls";33;7;5;15;12;3;94;47;27;12;28;22
"heat";117;"DIA 52.12 heat-Bulls.xls";25;7;8;20;15;3;95;43;31;14;18;17
"heat";128;"DIA 65.14 wizards-heat.xls";30;7;9;17;9;3;89;48;25;14;25;18
"heat";114;"DIA 89.19 lakers-heat.xls";28;13;5;12;11;3;96;42;32;8;32;22
"nets";86;"DIA 1.1 nets-pacers.xls";26;9;5;16;13;3;97;37;27;6;8;6
"nets";117;"DIA 100.21 nets-wizards.xls";32;10;7;12;9;3;93;45;19;7;24;20
"nets";124;"DIA 126.27 nets-grizzlies.xls";39;10;5;20;10;3;100;53;32;14;8;4
"nets";125;"DIA 26.7 nets-raptors.xls";39;3;10;31;25;3;93;50;30;11;19;14
"nets";110;"DIA 27.7 nuggets-nets.xls";31;6;11;22;14;3;94;44;27;12;11;10
"nets";120;"DIA 36.9 nets-spurs.xls";32;8;8;15;11;3;98;49;19;7;17;15
"nets";122;"DIA 8.2 nets-Jazz.xls";30;16;9;11;18;3;97;52;20;8;12;10
"nets";126;"DIA 94.20 nets-raptors.xls";31;7;9;13;13;3;87;52;22;12;14;10
"hornets";114;"DIA 101.22 hornets-wizards.xls";26;14;5;23;13;3;92;46;21;7;19;15
"hornets";140;"DIA 107.23 nuggets-hornets.xls";40;6;10;14;9;3;96;56;26;15;21;13
"hornets";114;"DIA 123.27 hornets-spurs.xls";26;8;8;14;13;3;92;39;26;10;28;26
"hornets";116;"DIA 124.27 hornets-cavaliers.xls";31;10;7;12;13;3;98;48;22;12;11;8
"hornets";129;"DIA 19.5 hornets-raptors.xls";28;15;8;21;16;3;91;49;20;7;28;24
"hornets";124;"DIA 3.1 Bulls-hornets.xls";32;11;9;12;16;3;100;50;31;10;14;14
"hornets";131;"DIA 45.10 hawks-hornets.xls";27;15;7;15;15;3;97;49;28;12;24;21
"hornets";121;"DIA 52.12 cavaliers-hornets.xls";35;7;4;10;11;3;100;48;23;8;20;17
"hornets";103;"DIA 53.12 hornets-pacers.xls";24;7;6;19;13;3;93;40;14;2;27;21
"hornets";126;"DIA 67.15 celtics-hornets.xls";29;8;10;10;14;3;89;47;21;5;29;27
"hornets";97;"DIA 68.15 hornets-timberwolves.xls";21;11;10;12;13;3;94;37;22;4;21;19
"hornets";128;"DIA 95.20 bucks-hornets.xls";28;10;6;12;12;3;97;49;25;13;22;17
"wizards";127;"DIA 1.1 mavericks-wizards.xls";29;12;6;22;17;3;94;50;12;4;29;23
"wizards";106;"DIA 100.21 nets-wizards.xls";31;6;3;18;16;3;88;42;15;8;19;14
"wizards";116;"DIA 11.3 Bulls-wizards.xls";34;8;6;9;20;3;91;49;6;2;20;16
"wizards";125;"DIA 110.23 spurs-wizards.xls";32;10;7;16;12;3;92;50;12;5;27;20
"wizards";122;"DIA 16.4 wizards-cavaliers.xls";35;11;7;14;23;3;86;48;10;5;25;21
"wizards";124;"DIA 25.6 celtics-wizards.xls";29;11;8;11;15;3;88;46;11;3;36;29
"wizards";123;"DIA 31.8 lakers-wizards.xls";30;8;0;27;8;3;97;48;20;9;22;18
"wizards";137;"DIA 56.13 wizards-Sixers.xls";30;12;9;20;13;3;91;50;13;5;36;32
"wizards";118;"DIA 94.20 wizards-grizzlies.xls";31;12;10;9;5;3;97;51;14;5;16;11
"wizards";117;"DIA 98.21 wizards-nets.xls";23;10;9;13;6;3;91;39;22;6;36;33
"lakers";108;"DIA 1.1 Kings-lakers.xls";20;9;6;14;19;3;91;40;25;9;23;19
"lakers";131;"DIA 113.24 lakers-raptors.xls";29;10;7;15;15;3;92;53;20;12;18;13
"lakers";110;"DIA 117.25 lakers-clippers.xls";29;8;6;12;7;3;92;41;12;5;26;23
"lakers";133;"DIA 20.5 pistons-lakers.xls";31;14;5;16;16;3;95;50;34;11;26;22
"lakers";129;"DIA 42.10 lakers-trailblazers.xls";32;5;4;22;15;3;93;48;22;7;28;26
